Type of data.;f(vij)obs;prediction_trainig;fref;sIcI;sIcIV;sIIcIV;sIIIcII;sIIIcIII;sIIIcvII;sIVcIV;sVcv;sVIcvI
synthetic;0;training;0.1667;0.35919;0.17741;0.5472;0.12738;0.090576184;0.3471;0.47817;0.4368;0.2805
synthetic;0;validation;0.1667;0.0988;1.647;1.462;0;0.287336075;1.5225;1.615;0.0218;0.22144
synthetic;0;training;0.1667;0.52002;0.79248;1.462;0.63784;0.475512891;0.13563;1.10893;0.04416;1.27
synthetic;0;training;0.1667;0.46436;0.70132;1.59988;0.11374;0.409519345;1.20522;0.25688;0.35547;0.23256
synthetic;0;training;0.1667;0.06685;0.05936;0.35938;0.02727;0.080298191;0.79178;0.37524;0.17484;0.15768
synthetic;0;validation;0.1667;0.02346;1.3152;0.74024;0.12267;0.428542121;0.4186;0.39567;0.55944;0.1632
synthetic;0;training;0.1667;0.00525;0.48222;0.3591;0.01064;0.03174097;0.19608;0.44528;0.14432;0.14544
synthetic;0;training;0.1667;0.02664;0.98325;1.1088;0.00985;0.464530945;0.4163;0.72496;0.87087;0.15049
synthetic;0;training;0.1667;0.04658;0.24048;1.0353;0;0.249948028;0.70584;0.6368;0.52836;0.22052
synthetic;0;validation;0.1667;0.45122;1.647;1.51734;0;0.025038462;1.533;0.32568;0.35046;0.20424
synthetic;0;training;0.1667;0.03224;0.248;0.78045;0.00484;0.04900641;0.0226;0.34374;0.534;0.19608
synthetic;0;training;0.1667;0.23219;0.17427;1.462;0.01664;0.21450641;0;0.17056;0.17199;0.15836
synthetic;0;training;0.1667;0.0146;0.41762;1.032;0.02575;0.106585759;0.28836;0.6403;0.43316;0.17328
synthetic;0;validation;0.1667;0.3515;1.09826;0.45675;0.01288;0.109375;0.03424;0.56304;0.34075;0.28012
synthetic;1;training;0.1667;0.01419;0.72125;0.4977;0.1064;0.385557732;0;0.37168;0.78672;0.2232
synthetic;1;training;0.1667;0.09856;1.12504;0;0.964;0;0;1.54012;0.38437;0
synthetic;1;training;0.1667;0.39491;0.55739;0.226;0.04698;0;0;0.99067;0.55815;0.20128
synthetic;0;validation;0.1667;0.34069;0.59974;1.16178;0.32702;0.12694002;0.02512;0.5055;0.15151;0.18576
synthetic;1;training;0.1667;0.03288;0.9792;1.462;0;0.421293909;0.43344;1.35564;0.28;0
synthetic;0;training;0.1667;0.0063;0.20979;0.96455;0.964;0.948355258;0.03625;1.06406;0.48564;1.27
synthetic;0;training;0.1667;0.03528;0.50728;1.098;0;0.041487471;0.0666;0.5214;0.70308;0.222
synthetic;0;validation;0.1667;0.36668;0.20091;1.35891;0.03103;0.52200998;0.24592;0.52632;0.83945;0.18352
synthetic;0;training;0.1667;0.48222;0.57942;1.42627;0.26228;0.021;0.82532;0.43168;1.239;0.222
synthetic;0;training;0.1667;0.43785;1.13088;0.43956;0;0.168701105;0.97412;0.896;0.38734;0.26796
synthetic;0;training;0.1667;0.02296;0.29058;0.69;0;0.032128205;0.0282;0.42174;0.2418;0.1515
synthetic;1;validation;0.1667;0.36288;0.8892;0.46208;0;0.021192308;0.01352;0.5841;0.23426;0.17464
synthetic;0;training;0.0833;0.18639;1.39293;2.08278;0;0;0;1.15073;0;1.16821
synthetic;1;training;0.0833;0.0137;1.647;0;0;1.20002426;1.533;1.615;0;0
synthetic;1;training;0.0833;0.25864;1.647;1.22537;0.9164;0;0;1.615;0;0
synthetic;0;validation;0.0833;0.47736;1.5946;1.40985;0.964;1.20002426;1.533;1.615;0;0.99344
synthetic;0;training;0.0833;0.138;0.94822;1.462;0;0.695241601;1.35656;0.48042;0.1472;0.5736
synthetic;0;training;0.0833;0.32696;0.65448;0.63632;0.27625;0.119748976;1.67972;0.23288;0.18209;0.31752
synthetic;0;training;0.0833;0.829;1.647;0.89364;0;0;0;1.615;0.6102;0.09779
synthetic;0;validation;0.0833;0.3475;1.4421;0.59532;0;0.008110924;0.45496;0.33048;0;0.1785
synthetic;1;training;0.0833;0.01364;1.2312;0;0.08928;0;0;1.21472;0;0.3976
synthetic;0;training;0.0833;0.829;0.91344;0.5544;0.23491;0.071153846;0.03328;0.54832;0.66815;0.216
synthetic;0;training;0.0833;0.14742;0.17741;0;0.171;0.342615118;1.19504;0.2868;0;0.36875
synthetic;0;validation;0.0833;0.051;1.39689;0.68796;0.84688;0.121121966;0.32844;1.4868;0;0.28756
synthetic;0;training;0.0833;0.00972;0.67353;0.89961;0.56727;0.158846154;0.9898;0.6018;0.22656;0.4401
synthetic;0;training;0.0833;0.1876;0;0.57456;0;0;0;0.57321;0.658;0.183
synthetic;0;training;0.0833;0.0109;0.30615;0.78446;0;0.032216452;0.29565;0.30996;0.29032;0.2368
synthetic;0;validation;0.0833;0.30821;0.54672;0.37728;0;0.083461538;0;0.33098;0.54405;0.2052
synthetic;0;training;0.0833;0.50232;0.66768;1.26658;0.964;1.20002426;0.38517;0.69575;0.28336;1.27
synthetic;0;training;0.0833;0.28998;0.73466;0.5168;0.448;0.046236634;0.21736;0.5181;0.5122;0.24272
synthetic;0;training;0.0833;0.68853;0.66456;0.59888;0.40992;0.026519231;0.71154;0.4455;0.69696;0.25308
synthetic;0;validation;0.0833;1.10352;0.7521;0.54112;0.24864;0;0;0.3729;1.07032;0.21608
synthetic;0;training;0.0833;0.11407;0.26847;0.44688;0;0.440861524;0.64889;0.42174;0.5546;0.165
synthetic;1;training;0.0833;0.34933;1.45413;0;0;0;0;1.615;0.54537;0.1161
synthetic;0;training;0.0833;0.53152;1.647;1.462;0;0.873736927;0.37224;1.24841;0;1.27
synthetic;0;validation;0.0833;0.052;1.21581;1.455;0.56235;0.697582898;1.533;1.38123;0;0.64285
synthetic;0;training;0.0833;0.01639;0.13542;0.58927;0;0.079536233;0.47424;0.46761;0.45847;0.16912
synthetic;0;training;0.0833;0.02046;0.76486;1.462;0.15594;0.305168788;1.4706;0.89197;0;0.405
synthetic;0;training;0.0833;0.01573;0.39767;0.78273;0.40296;0.036072982;0.37128;0.4968;2.11968;0.25122
synthetic;0;validation;0.0833;0.01788;0.80172;1.12056;0;0.398868678;1.533;1.21975;0;0.30418
synthetic;0;training;0.0833;0.01573;1.29948;1.462;0;1.20002426;0.43659;1.615;0;0.66402
synthetic;0;training;0.0833;0.01717;0.58275;1.8905;0;0.473131917;1.0676;0.52704;1.01462;0.27216
synthetic;0;training;0.0833;0.829;1.647;1.462;0.17328;0.057346154;1.533;0.81012;0;0.2232
synthetic;0;validation;0.0833;0.00918;0.19154;1.17923;0.2688;0.005833333;0.0495;0.3211;0.31209;0.20139
synthetic;0;training;0.0833;0.829;0.19468;1.54452;0;0.724551282;0;0.17548;1.239;0.9906
synthetic;0;training;0.0833;0.01344;0.24492;0.81018;0.0819;0.181577108;0.58136;0.17548;0.51603;0.25021
synthetic;0;training;0.0833;0.66259;0.55533;0.36784;0;0.026490385;0.01482;0.5643;0.67971;0.16724
synthetic;0;validation;0.0833;0.00875;1.71518;1.462;0.48125;0.627419985;0.5022;1.615;0;0.68672
synthetic;0;training;0.0833;0.08904;1.0881;0;0.964;0.84;1.422;1.615;0.45373;0
synthetic;0;training;0.0833;0.829;1.00926;1.462;0.26702;0;0;0.93653;1.239;0
synthetic;0;training;0.0833;0.30544;0.19311;1.462;0;0.265579924;0.03904;0.287;0;0.416
synthetic;0;validation;0.0833;0.01496;0.99255;0;0.084;0.373786845;1.07484;0.4356;0.42354;0.35844
synthetic;0;training;0.0833;0.00954;0.42846;0.816;0.964;1.110058003;0.03248;0.90428;0.5253;1.1064
synthetic;0;training;0.0833;0.01752;1.1771;0.34814;0.31098;0.0442955;0.5187;1.12362;0.623;0.2528
synthetic;0;training;0.0833;0.23562;0.67584;1.462;0.1605;0.423089872;0.276;0.791;0;0.19482
synthetic;0;validation;0.0833;0.829;0.62271;1.04938;0.28224;0.023423077;0.46095;0.47728;1.239;0.22052
synthetic;0;training;0.0833;0.829;1.647;1.462;0.46464;0;0;1.74348;0;0.68736
synthetic;0;training;0.0833;0.00981;0.22378;0.876;0.3735;0.022076923;0.0264;0.37719;0.27864;0.1545
synthetic;0;training;0.0833;0.0177;0;0.88404;0;1.20002426;0.28658;1.8774;0.0127;0.95016
synthetic;0;validation;0.0833;0.829;1.37314;1.36112;0;0;0;1.03368;0;0.18476
synthetic;0;training;0.125;0.30438;1.38556;1.462;0;0;0;1.41182;0;0.85392
synthetic;1;training;0.125;0.0191;2.0832;0;0;1.20002426;1.533;1.615;0;0
synthetic;1;training;0.125;0.38308;1.647;0.82594;0.964;0;0;1.17564;0;0
synthetic;0;validation;0.125;0.52326;1.2495;0.99774;0.964;1.20002426;1.533;1.77562;0;1.02005
synthetic;0;training;0.125;0.1173;0.84923;1.11444;0;0.389335296;1.59724;0.76302;0.21632;0.68832
synthetic;0;training;0.125;0.27816;0.73326;0.49856;0.41327;0.150732976;1.533;0.32144;0.26827;0.30942
synthetic;1;training;0.125;0.64528;2.20038;1.04935;0;0;0;1.615;0.6642;0.10164
synthetic;0;validation;0.125;0.36;1.5257;0.83886;0;0.00460848;0.4235;0.37332;0;0.20125
synthetic;0;training;0.125;0.01243;1.044;0;0.04896;0;0;1.0816;0;0.35216
synthetic;0;training;0.125;0.5355;0.96534;0.44415;0.31434;0.057278846;0.04448;0.47104;1.01675;0.1584
synthetic;0;training;0.125;0.16744;0.20724;0;0.1125;0.239606651;1.34248;0.36328;0;0.5192
synthetic;0;validation;0.125;0.0885;0.95616;0.53352;1.21976;0.077714094;0.27846;1.2213;0;0.27176
synthetic;0;training;0.125;0.01134;0.6594;0.63114;0.30888;0.189807692;1.15241;0.9639;0.24704;0.4212
synthetic;0;training;0.125;0.23852;0;0.35264;0;0;0;0.43362;0.497;0.153
synthetic;0;training;0.125;0.0106;0.21666;1.21527;0;0.050177837;0.40296;0.24108;0.37245;0.21016
synthetic;0;validation;0.125;0.48433;0.68072;0.50112;0;0.087769231;0;0.38532;0.4185;0.17328
synthetic;0;training;0.125;0.41216;1.04208;1.02242;1.05651;1.20002426;0.37823;1.05225;0.27874;1.27
synthetic;0;training;0.125;0.3078;1.13232;0.4256;0.336;0.036795646;0.21021;0.5643;0.325;0.19092
synthetic;0;training;0.125;0.63018;0.88452;0.46816;0.3136;0.020865385;0.95274;0.627;0.49368;0.26048
synthetic;0;validation;0.125;0.829;0.91015;0.33744;0.39872;0;0;0.6105;0.83422;0.27972
synthetic;0;training;0.125;0.11102;0.26533;0.31616;0;0.51347401;0.52397;0.49896;0.53395;0.2955
synthetic;1;training;0.125;0.35295;1.647;0;0;0;0;1.18105;0.57134;0.0981
synthetic;0;training;0.125;0.35904;1.647;1.462;0;0.738448628;0.21582;1.1796;0;1.27
synthetic;0;validation;0.125;0.0728;0.83187;1.462;0.964;0.813076755;1.533;1.34415;0;1.01179
synthetic;0;training;0.125;0.01463;0.19536;0.94965;0;0.062454626;0.44928;0.40221;0.65702;0.28539
synthetic;0;training;0.125;0.02101;0.687;1.462;0.18871;0.414792528;1.3545;0.69583;0;0.297
synthetic;0;training;0.125;0.01326;0.3289;1.0704;0.3285;0.04111259;0.3744;0.41216;1.239;0.27966
synthetic;0;validation;0.125;0.0216;0.61308;0.88711;0;0.522961156;1.533;1.15005;0;0.39271
synthetic;0;training;0.125;0.01496;1.647;2.1165;0;1.345884033;0.31878;1.615;0;0.99603
synthetic;0;training;0.125;0.01904;0.666;1.56215;0;0.475533602;1.1084;0.8424;0.69036;0.22464
synthetic;0;training;0.125;0.829;1.12009;1.462;0.2736;0.061384615;1.45748;0.53694;0;0.2016
synthetic;0;validation;0.125;0.01242;0.16485;1.18534;0.16968;0.003557692;0.0525;0.46683;0.55311;0.16317
synthetic;0;training;0.125;0.92655;0.2512;1.266;0;0.521025641;0;0.30176;0.94488;0.6985
synthetic;0;training;0.125;0.01064;0.23393;0.75874;0.05535;0.097143753;0.6422;0.2706;0.46968;0.37245
synthetic;0;training;0.125;0.65876;0.72141;0.46816;0;0.023932692;0.02249;0.3366;0.67482;0.15984
synthetic;0;validation;0.125;0.01211;1.647;1.462;0.5445;0.644752029;0.3627;1.615;0;0.65424
synthetic;1;training;0.125;0.07728;0.98766;0;0.964;0.615;0.88164;1.615;0.54043;0
synthetic;1;training;0.125;0.829;1.24155;1.462;0.22815;0;0;0.81061;1.239;0
synthetic;0;training;0.125;0.18584;0.26376;1.462;0;0.282442141;0.03456;0.28208;0;0.54
synthetic;0;validation;0.125;0.01463;0.93147;0;0.07104;0.54474362;0.85436;0.5796;0.34398;0.23484
synthetic;0;training;0.125;0.00636;0.24642;1.07168;0.964;1.495180167;0.0392;1.00815;0.35844;1.14328
synthetic;0;training;0.125;0.02376;0.9685;0.6591;0.35916;0.038460165;0.67431;1.04073;0.5162;0.24332
synthetic;0;training;0.125;0.45738;0.67072;1.462;0.201;0.325858038;0.2392;1.30515;0;0.36863
synthetic;0;validation;0.125;0.5936;0.59274;1.07155;0.30464;0.018576923;0.55753;0.38912;1.239;0.18352
synthetic;0;training;0.125;0.51555;1.647;1.462;0.42592;0;0;1.83366;0;0.66588
synthetic;0;training;0.125;0.01467;0.24215;0.69;0.3015;0.035358974;0.0356;0.54351;0.25596;0.1635
synthetic;0;training;0.125;0.0105;0;1.2093;0;1.234270845;0.16422;1.615;0.0184;1.27
synthetic;0;validation;0.125;0.829;1.17007;0.7602;0;0;0;1.4892;0;0.26224
synthetic;0;training;0.0833;0.23598;0.99225;1.24485;0.2254;0.440897941;0.54132;0.65378;0.42065;0.2584
synthetic;0;training;0.0833;0.0121;1.34232;0.62928;0.19404;0.289021604;1.3464;1.08072;0.02788;0.1782
synthetic;0;training;0.0833;0.31339;1.647;0;0;0.224580763;0.94164;1.4756;0.09167;0.35046
synthetic;0;validation;0.0833;0.46512;1.30766;1.462;0.22275;0.218539819;0.84234;1.20541;0.0254;0.28055
synthetic;0;training;0.0833;0.08694;0.52126;1.462;0.10904;0.367128524;1.21792;0.39786;0.18544;0.20412
synthetic;0;training;0.0833;0.35136;0.94346;0.49528;0.00536;0.024581834;0.18018;0.45158;0.295;0.23864
synthetic;0;training;0.0833;0.34453;1.06455;0.28;0.35358;0.184446563;0.86376;0.74824;0.37053;0.20276
synthetic;0;validation;0.0833;0.4925;1.0013;1.263;0.98736;1.20002426;1.02087;0.285;0.28558;1.27
synthetic;0;training;0.0833;0.0132;0.59431;1.22837;0;0;0;1.19732;0.66417;0.21456
synthetic;0;training;0.0833;0.31494;0.76752;0.60496;0;0.030326923;0.01443;0.4917;0.26224;0.2664
synthetic;0;training;0.0833;0.18109;0.27475;0.36096;0;0.236243647;0.3315;0.41347;0.34875;0.4608
synthetic;0;validation;0.0833;0.084;0.85065;0.81915;0;0.060908419;0.099;0.6403;0.78196;0.25384
synthetic;0;training;0.0833;0.00936;1.1814;0.9042;0;0.405305955;0.15943;1.0005;0.50912;0.46648
synthetic;0;training;0.0833;0.24254;0;0.4408;0;0.092859617;0.52866;0.32076;0.5145;0.186
synthetic;0;training;0.0833;0.0124;0.46786;0.645;0.005;0.106048311;0.13962;0.6066;0.85164;0.29488
synthetic;0;validation;0.0833;0.31122;0.58128;0.64288;0.30208;0.031769231;0;0.44821;0.5472;0.24016
synthetic;0;training;0.0833;0.56672;0.91728;1.46496;0;0.121381776;0.51703;1.14425;0.24486;0.26505
synthetic;0;training;0.0833;0.16362;0.70906;1.67331;0.0858;0.036751058;0.27742;0.53583;0.5148;0.304
synthetic;0;training;0.0833;0.33369;0.61308;0.41952;0.2212;0.460244444;0;0.5214;0.29016;0.23532
synthetic;0;validation;0.0833;0.392;0.77935;0.50464;0;0;0;0.5412;0.452;0.17316
synthetic;1;training;0.0833;0.09516;0.54636;0.41288;0.1701;0.147116904;1.24916;0.52302;0.34992;0
synthetic;0;training;0.0833;0.21358;1.08468;0.218;0;0.220769231;0.7777;0.44576;0.16065;0.23384
synthetic;0;training;0.0833;0.57316;0.68016;1.85955;0.7448;0.517706679;0.18216;0.67305;0.0272;1.27
synthetic;0;validation;0.0833;0.05304;0.3738;0.99567;0.17202;0.316905509;1.61472;0.38038;0.1682;0.23712
synthetic;0;training;0.0833;0.02057;0.09464;0.49528;0.04092;0.119644305;0.68145;0.32436;0.19939;0.17666
synthetic;0;training;0.0833;0.01716;0.46863;1.28084;0;0.538120057;1.49574;0.5184;0.70873;0.25424
synthetic;0;training;0.0833;0.02548;0.43896;0.636;0.15958;0.029291271;0.18733;0.5742;1.239;0.23976
synthetic;0;validation;0.0833;0.02052;0.44196;0.46816;0;0.026144275;0.23166;0.4488;0.27224;0.22644
synthetic;0;training;0.0833;0.01694;0.94656;1.24625;0.03;0.506335451;0.2977;1.01244;0.02414;0.18306
synthetic;0;training;0.0833;0.02584;0.22044;1.462;0;0.457825596;1.23176;0.64874;1.02834;0.15096
synthetic;0;training;0.0833;0.43296;1.93695;1.95624;0;0.020057692;0.83946;0.38232;0.33489;0.2664
synthetic;0;validation;0.0833;0.00927;0.25048;0.99665;0.07952;0.031788462;0.02508;0.1722;0.01512;0.27528
synthetic;0;training;0.0833;0.24198;0.19625;1.462;0.19162;0.387685897;0;0.20828;0.25217;0.1702
synthetic;0;training;0.0833;0.01016;0.17741;0.66229;0.05824;0;0;0.31816;0.57165;0.28268
synthetic;0;training;0.0833;0.28938;0.76293;0.56544;0;0.025942308;0.01404;0.4686;0.32868;0.25604
synthetic;0;validation;0.0833;0.01246;0.62291;0.8226;0.89964;0.134930017;0.39732;0.34398;0.34692;0.18144
synthetic;0;training;0.0833;0.05824;1.2337;0;0.25438;0.73;0.81054;0.49352;0.36125;0.25456
synthetic;0;training;0.0833;0.38976;0.53333;0.396;0.03335;0;0;0.91495;0.37436;0.23828
synthetic;0;training;0.0833;0.38184;0.5181;1.23114;0.20698;0.152383265;0.0216;0.43136;0.21924;0.19488
synthetic;0;validation;0.0833;0.01903;0.6708;0.57065;0;0.489643121;0.61334;0.45296;0.2363;0.27084
synthetic;0;training;0.0833;0.0108;0.1554;0.6464;0;1.236655257;0.05568;1.2179;0.51972;1.27
synthetic;0;training;0.0833;0.02064;0.56323;1.158;0;0.056950983;0.0846;0.6171;1.1229;0.17316
synthetic;0;training;0.0833;0.34419;0.86426;0.65145;0.04125;0.473660543;0.391;0.58301;0.77736;0.29488
synthetic;0;validation;0.0833;0.54684;0.76038;1.462;0.29146;0.052096154;0.73225;1.2236;1.4274;0.19008
synthetic;0;training;0.0833;0.25764;0.98645;0.4935;0;0.115369788;0.78383;0.97582;0.19796;0.31465
synthetic;0;training;0.0833;0.01566;0.666;1.21776;0;0.051333333;0.0568;0.37605;0.16157;0.1752
synthetic;0;training;0.0833;0.013;0;1.57194;0;0.143663187;0.23667;1.615;0.0105;0.31675
synthetic;0;validation;0.0833;0.41055;0.87516;0.51555;0;0.024903846;0.98892;0.6567;0.28044;0.1924
synthetic;0;training;0.125;0.17271;0.90153;1.2384;0.1834;0.363092422;0.45457;0.54594;0.2867;0.1596
synthetic;0;training;0.125;0.016;1.15855;0.72048;0.14388;0.220378973;1.29744;1.0112;0.01734;0.2046
synthetic;0;training;0.125;0.30562;1.43286;0;0;0.202281963;0.89208;1.615;0.13083;0.27324
synthetic;0;validation;0.125;0.5814;1.07384;1.462;0.2904;0.124036113;1.19382;1.60991;0.0214;0.30845
synthetic;0;training;0.125;0.13593;0.57572;0.89358;0.188;0.251322882;0.74736;0.67008;0.27056;0.17982
synthetic;0;training;0.125;0.4392;0.96104;0.41984;0.00652;0.039428288;0.23166;0.62008;0.34515;0.22496
synthetic;0;training;0.125;0.27089;1.21965;0.256;0.43824;0.156286783;0.84252;0.52536;0.24633;0.28712
synthetic;0;validation;0.125;0.305;0.89528;1.14512;1.07712;1.20002426;0.64125;0.4325;0.28994;1.59679
synthetic;0;training;0.125;0.01793;0.76164;1.06516;0;0;0;1.44002;0.58164;0.25344
synthetic;0;training;0.125;0.28055;0.58032;0.45296;0;0.027769231;0.02327;0.4356;0.24992;0.16872
synthetic;0;training;0.125;0.13286;0.24649;0.32148;0;0.193145144;0.35139;0.24856;0.44919;0.4728
synthetic;0;validation;0.125;0.066;1.0971;0.9159;0;0.074993491;0.1038;0.63019;0.4746;0.2812
synthetic;0;training;0.125;0.00828;1.089;1.0032;0;0.303413396;0.26373;1.0005;0.39072;0.57967
synthetic;0;training;0.125;0.2345;0;0.3952;0;0.14005057;0.40317;0.3861;0.4515;0.1935
synthetic;0;training;0.125;0.0199;0.38622;1.1868;0.00464;0.087543236;0.10452;0.5055;0.79524;0.28272
synthetic;0;validation;0.125;0.23478;0.78888;0.61336;0.49152;0.031230769;0;0.49876;0.4104;0.25688
synthetic;0;training;0.125;0.53452;1.04208;1.33525;0;0.215669406;0.39558;0.575;0.2618;0.2604
synthetic;0;training;0.125;0.19926;0.96104;1.462;0.12738;0.03358706;0.23166;0.43473;0.3302;0.27512
synthetic;0;training;0.125;0.3859;0.468;0.58672;0.17854;0.622488889;0;0.3663;0.32922;0.19092
synthetic;0;validation;0.125;0.2499;0.68125;0.55024;0;0;0;0.3795;0.39776;0.20424
synthetic;1;training;0.125;0.09699;0.45844;0.5558;0.1971;0.226560032;0.92752;0.73147;0.36936;0
synthetic;0;training;0.125;0.21901;0.89424;0.294;0;0.246346154;1.19483;0.78008;0.18054;0.27084
synthetic;0;training;0.125;0.5796;1.04832;1.462;0.63308;0.328081558;0.17226;0.94868;0.02431;1.27
synthetic;0;validation;0.125;0.08112;0.712;1.29352;0.18236;0.433916773;1.0672;0.32851;0.22388;0.2584
synthetic;0;training;0.125;0.01782;0.09352;0.30804;0.04991;0.157384455;0.97999;0.2544;0.24765;0.19126
synthetic;0;training;0.125;0.01672;0.42435;1.45222;0;0.4212556;1.39551;0.63936;0.54576;0.27921
synthetic;0;training;0.125;0.01846;0.36704;0.678;0.17538;0.046478711;0.25597;0.4719;1.239;0.26196
synthetic;0;validation;0.125;0.01536;0.70485;0.36784;0;0.042847562;0.18161;0.495;0.30378;0.29452
synthetic;0;training;0.125;0.01573;0.96288;1.462;0.03096;0.418501751;0.37327;0.83603;0.03026;0.2268
synthetic;0;training;0.125;0.02856;0.30394;1.86354;0;0.425654067;0.87884;0.4975;0.58464;0.26788
synthetic;0;training;0.125;0.27984;1.92648;1.462;0;0.023826923;1.51432;0.42716;0.27633;0.22052
synthetic;0;validation;0.125;0.01224;0.31248;0.93235;0.0896;0.037179487;0.02014;0.1722;0.01296;0.21016
synthetic;0;training;0.125;0.27084;0.1727;1.18237;0.25058;0.287320513;0;0.2214;0.20989;0.1924
synthetic;0;training;0.125;0.01424;0.20253;1.17669;0.0616;0;0;0.27224;0.4635;0.18796
synthetic;0;training;0.125;0.24388;0.53457;0.37392;0;0.033067308;0.01612;0.6006;0.34848;0.26196
synthetic;0;validation;0.125;0.01302;0.41403;0.62152;0.62832;0.146174185;0.45584;0.39102;0.42244;0.24768
synthetic;0;training;0.125;0.05936;1.47875;0;0.30336;0.595;0.93141;0.6567;0.50864;0.19832
synthetic;0;training;0.125;0.58464;0.71779;0.39;0.03243;0;0;0.99698;0.26068;0.1998
synthetic;0;training;0.125;0.29526;0.3925;1.462;0.19434;0.161126567;0.01904;0.54257;0.24066;0.14732
synthetic;0;validation;0.125;0.01298;0.8127;0.89385;0;0.363813045;0.56279;0.40432;0.2091;0.27676
synthetic;0;training;0.125;0.00978;0.1443;0.83325;0;1.20002426;0.03596;0.92945;0.284;1.27
synthetic;0;training;0.125;0.02304;0.63783;0.642;0;0.047144854;0.0684;0.5412;0.9405;0.19832
synthetic;0;training;0.125;0.231;0.72204;0.8643;0.03875;0.555423374;0.3795;0.52235;0.92272;0.2052
synthetic;0;validation;0.125;0.3675;0.74704;1.462;0.4693;0.058557692;0.5757;1.4007;1.14192;0.21168
synthetic;0;training;0.125;0.34578;1.00825;0.38634;0;0.205706508;1.14911;0.52312;0.13938;0.35931
synthetic;0;training;0.125;0.01602;0.38628;0.7568;0;0.043794872;0.0452;0.56571;0.107;0.19272
synthetic;0;training;0.125;0.0166;0;1.45692;0;0.101580032;0.30268;1.615;0.0108;0.34933
synthetic;0;validation;0.125;0.49725;0.47736;0.49591;0;0.020730769;0.92259;0.5577;0.45372;0.29008
synthetic;0;training;0.0833;0.28899;0.43264;0.82297;0.67536;0.166798326;0.56908;1.356;0.2916;0.10282
synthetic;1;training;0.0833;0.0195;1.06416;0.5472;0;0.421499275;0.6391;1.52604;0.01848;0.18582
synthetic;0;training;0.0833;0.29785;1.647;1.462;0;0.128459535;1.0974;1.34912;0.11481;0.28036
synthetic;0;validation;0.0833;0.49572;1.647;1.23926;0.24486;0.18995817;1.1514;1.3753;0.0206;0.191
synthetic;0;training;0.0833;0.10419;0.84912;0.39562;0;0.190199391;0.58476;0.34977;0.2812;0.27027
synthetic;0;training;0.0833;0.30012;0.63024;0.53792;0;0.39333402;1.008;0.24928;0.20989;0.17464
synthetic;0;training;0.0833;0.42606;0.92355;0.216;0;0.273149873;0.96288;0.398;0.26082;0.29008
synthetic;0;validation;0.0833;0.16698;0.6104;0.8547;0;0.940355556;0;0.4425;0.3264;1.27
synthetic;0;training;0.0833;0.01661;0.69733;1.45908;0;0;0;0;0.2156;1.27
